conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,response_behavior,response_quality
15433,15433,15432,Anyone else having battery issues in IPhone? Degrading way to fast.,"@119400 Having a reliable iPhone is important, and we want you to enjoy using it without worrying about battery life. Which iPhone do you have, and what's the iOS version it's currently running? DM us with details here: https://t.co/GDrqU22YpT",information_request,guided_escalation
15467,15467,15466,hi all. and settings apps keep crashing on iOS 11.1.2. See attached video. Is this a known issue?,@119411 Thanks for bringing this to our attention. We'd like to look into this further. Please click here to join us in DM: https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
15470,15470,15468,.@115858 how about fixing your #podcast app with the next #ios update? It’s gone from bad to worse and I can’t listen to my beloved #arsecast #replyall and #wtf @28706 @11164 @23146,@119412 We'd like to dig into what's happening with the Podcasts app on your device. What type of iOS device are you using and which version of iOS is currently installed? Let us know those details via DM. We'll continue with you there. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
15472,15472,15471,@115858 I️ have I️ can I️ will THE FUCK BRO,"@119413 Hello, thanks for reaching out. Which iOS version are you currently using? If not on the current iOS 11.1.2, please back up and update following these steps: https://t.co/80YRnjDFDk
DM us if you're still having autocorrect issues after updating. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
15495,15495,15493,Lol the I️ on the new iOS is embarrassing @115858 get your shit together haahaha,"@119420 We've got a fix for the ""I"" on your iPhone. Which version of iOS are you using? You can check that at Settings &gt; General &gt; About. If it's not 11.1.1 or higher, backup with these steps: https://t.co/4f8hwT5to6 Then update. Let us know in DM if that doesn't help. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
15501,15501,15500,"My phone is so god damn jank, it’s turning all my snapchats volume all the way up, not alerting me with sound or vibration with texts and messages, and all my notifications come in all at once every hour... @115858","@119422 You've come to the right place for help with your iPhone. We'd like to take a look at what's happening in greater detail. Send us a DM with what type of iPhone you're using, along with your current iOS version. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
15712,15712,15710,"Hey , what is going on with the “I” key in iOS 11.1. When you press it, it defaults to a weird character and skips spaces.",@119456 Let's look into this for you. Send us a DM and we can check on available options. https://t.co/GDrqU22YpT,troubleshooting,generic_escalation
15717,15717,15716,@115858 so y’all gonna fix this I️ problem or......,@119457 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
15719,15719,15718,Actualize a iOS 11.1 y sobrecalienta el equipo,@119458 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,link_resource,actionable
15722,15722,15720,"6 years later I still can’t access Contacts on iCloud, what do we need to do to finally get this fixed, ? //cc","@119461 You should be able to access your iCloud contacts on the web. DM us, and we'll see what we can do. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
15722,15721,15723,Okay.,@119461 We've received your DM and will continue there.,dm_escalation,generic_escalation
15728,15725,15724,why my phone doing this????,"@119463 We’d love to help. To start, please send us a DM letting us your iPhone model. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
17290,17290,17289,"So @115858 randomly deleted over 3,000 photos from my phone. Wow wtf!!","@119809 We know how precious your memories are, and we'll help any way we can. Which iOS version is running on your iPhone? Do you use iCloud Photo Library? Meet us in DM with details, and we'll find a solution together. https://t.co/GDrqU22YpT",information_request,guided_escalation
17292,17292,17291,"So you spend over one thousand pounds on a new Apple laptop, it breaks, goes in for a two week repair and then comes out... BROKEN AGAIN. I can’t even get through to customer service now. rippedoff","@119810 We're happy to help you out here. Let's meet up in DM, and we can work together. Please let us now a few more details about the issue as well as the type of Mac and your current country as our options are a little different around the globe. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
17305,17305,17304,@115858 how come when I am listening to @115888 my music keeps pausing by itself????? I’m sorry I listen to Spotify and not Apple Music but Spotify is simply better. I’m sick of your shit Apple,"@119815 We'll do everything we can to help you figure out what's happening. To start, what type of device are you using? Along with that, please confirm which version of the operating system is currently installed. Send over those details to us via DM. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
17307,17307,17306,"in a matter of 4 hours i had to make 3 hard resets on my phone, i just made 2 hard resets on this phone’s life before iOS 11. fix this",@119816 Certainly not what we want you to experience. We'd love to look into this with you and help resolve ensure your iPhone is working 100% as expected. Please DM us and let us know which iPhone and the exact version of iOS you're using. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
17351,17351,17350,@AppleSupport @118721 https://t.co/1mCyCovQam,"@119832 Let's work together to figure out the best path forward with your new iPod touch. What type of computer would you be connecting your iPod with? Along with that, tell us which version of the operating system is currently installed. Send that info via DM. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
1755,1755,1754,"Why does my I️ not work ?! 
@115858 please fix this!!!",@116097 We'd like to look into this with you. Please DM us your current iOS version and your iPhone model. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
1759,1759,1758,Why is “I” keep changing to this and how do I stop it anybody,"@116098 We definitely understand your concern. Please backup your iPhone, update and let us know the result: https://t.co/ahjigcvFRG",troubleshooting,actionable
1759,1757,1756,I just updated it and it’s still coming up,@116098 Let's dig into this further with you. DM us and we'll continue there.,dm_escalation,generic_escalation
1761,1761,1760,iOS 11 is killing my battery @115858. Fix it.,@116099 We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.,troubleshooting,actionable
1764,1764,1762,"Hello, I need some help regarding the region change on my Apple ID",@116100 This article should help with that: https://t.co/usOJWy6ChP,link_resource,actionable
1764,1763,1765,"Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit",@116100 Try contacting our iTunes Store team here for more help: https://t.co/SDIe7UiyJN,troubleshooting,actionable
1770,1770,1769,why is my home sharing not working and how do i fix it,@116101 We're happy to help. Has Home Sharing worked with these devices before?,information_request,other
1770,1768,1767,"it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone",@116101 Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
1779,1779,1778,@115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod,@116102 We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?,information_request,other
1779,1773,1771,"I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.",@116102 Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?,troubleshooting,actionable
1779,1772,1774,"iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x","@116102 To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here: https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
1779,1775,1777,Battery life just got worst.,"@116103 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT",dm_escalation,generic_escalation
1781,1781,1780,why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,@116104 Let us look into that. What device and OS version are you using?,information_request,other
